-0.00823975	-0.106506	
-0.00854492	-0.104065	
-0.00915527	-0.0811768	
-0.00915527	-0.0601196	
-0.00976562	-0.0463867	
-0.0149536	-0.0350952	
-0.0219727	-0.0219727	
-0.0222778	-0.00579834	
-0.0167847	0.010376	
-0.0106812	0.020752	
-0.0088501	0.0283813	
-0.00854492	0.0350952	
-0.00579834	0.0402832	
-0.00244141	0.0454712	
-0.000305176	0.0488281	
-0.000305176	0.071106	
-0.00335693	0.0921631	
-0.0109863	0.0991821	
-0.0115967	0.0897217	
-0.00274658	0.0653076	
0.00518799	0.0457764	
0.00823975	0.0283813	
0.00701904	0.0180054	
0.00549316	0.0088501	
0.00518799	-0.010376	
0.00518799	-0.0238037	
0.00518799	-0.0335693	
0.00396729	-0.0411987	
0.00183105	-0.0473022	
0	-0.0512695	
-0.0012207	-0.0567627	
-0.00335693	-0.0622559	
-0.00274658	-0.0900269	
-0.00396729	-0.103455	
-0.00549316	-0.108032	
-0.00793457	-0.0912476	
-0.010376	-0.0671387	
-0.0109863	-0.050354	
-0.0115967	-0.0396729	
-0.0115967	-0.0280762	
-0.0115967	-0.0140381	
-0.0115967	0.00579834	
-0.0106812	0.0161743	
-0.00915527	0.0247192	
-0.00793457	0.0323486	
-0.00640869	0.0372314	
-0.00457764	0.0411987	
-0.00396729	0.0457764	
-0.00366211	0.0592041	
-0.00366211	0.0878906	
-0.00152588	0.0964355	
-0.000305176	0.0942993	
0.00335693	0.0723267	
0.00579834	0.0506592	
0.00671387	0.0320435	
0.00701904	0.0195312	
0.00640869	0.0100708	
0.00610352	-0.00457764	
0.00640869	-0.0216675	
0.00549316	-0.032959	
0.00457764	-0.0421143	
0.00427246	-0.0494385	
0.00305176	-0.0534058	
0.00152588	-0.0582886	
0.000610352	-0.0619507	
0.000915527	-0.0823975	
0	-0.10437	
-0.00183105	-0.112305	
-0.00427246	-0.104065	
-0.00671387	-0.0790405	
-0.00823975	-0.0595093	
-0.00946045	-0.0473022	
-0.00976562	-0.0366211	
-0.0088501	-0.0219727	
-0.00976562	-0.00274658	
-0.0100708	0.00946045	
-0.0088501	0.0192261	
-0.00762939	0.0268555	
-0.00671387	0.032959	
-0.00579834	0.0372314	
-0.00457764	0.0421143	
-0.00366211	0.0482178	
-0.00427246	0.0778198	
-0.00427246	0.0912476	
-0.0012207	0.0949097	
0.00274658	0.0790405	
0.00549316	0.0549316	
0.00701904	0.03479	
0.00732422	0.0192261	
0.00640869	0.00915527	
0.00610352	-0.00244141	
0.00579834	-0.0222778	
0.00518799	-0.0335693	
0.00457764	-0.0424194	
0.00335693	-0.0497437	
0.00244141	-0.0549316	
0.00152588	-0.0592041	
-0.000610352	-0.0640869	
-0.000610352	-0.0753784	
-0.000610352	-0.10376	
-0.00183105	-0.112915	
-0.00427246	-0.112	
-0.00732422	-0.0900269	
-0.0100708	-0.0674438	
-0.0106812	-0.0531006	
-0.010376	-0.0421143	
-0.0106812	-0.0289917	
-0.0109863	-0.0125122	
-0.0106812	0.00396729	
-0.00915527	0.0146484	
-0.00823975	0.022583	
-0.00701904	0.0296021	
-0.00579834	0.0350952	
-0.00488281	0.0405884	
-0.00396729	0.0436401	
-0.00335693	0.065918	
-0.00305176	0.0881958	
-0.00152588	0.0952148	
0.000610352	0.0869751	
0.00427246	0.062561	
0.00579834	0.0408936	
0.00640869	0.0238037	
0.00671387	0.0137329	
0.00579834	0.00366211	
0.00549316	-0.0146484	
0.00488281	-0.0268555	
0.00366211	-0.0363159	
0.00274658	-0.0439453	
0.00183105	-0.0506592	
0.000915527	-0.055542	
-0.000305176	-0.0616455	
-0.00152588	-0.065918	
-0.000915527	-0.0942993	
-0.00152588	-0.109253	
-0.00305176	-0.113525	
-0.00610352	-0.0985718	
-0.00946045	-0.0744629	
-0.0106812	-0.0552368	
-0.0106812	-0.0415039	
-0.0100708	-0.0286865	
-0.0112915	-0.0143433	
-0.0140381	0.00518799	
-0.0143433	0.0161743	
-0.0106812	0.0247192	
-0.00579834	0.0320435	
-0.00366211	0.0375366	
-0.00335693	0.0418091	
-0.00335693	0.0460815	
-0.00335693	0.0585938	
-0.00457764	0.0863647	
-0.00305176	0.0946045	
-0.000305176	0.0933838	
0.00366211	0.0720215	
0.00457764	0.0479126	
0.00305176	0.0286865	
0.000610352	0.0152588	
0.0012207	0.00549316	
0.00701904	-0.00976562	
0.00976562	-0.0271606	
0.00823975	-0.0387573	
0.00579834	-0.0469971	
0.00427246	-0.0540161	
0.00152588	-0.0588989	
0	-0.0634766	
-0.000915527	-0.0665283	
0.000610352	-0.0878906	
0	-0.110168	
-0.00152588	-0.116577	
-0.00335693	-0.108032	
-0.0100708	-0.083313	
-0.0189209	-0.0631714	
-0.0189209	-0.0506592	
-0.0134277	-0.0393677	
-0.00762939	-0.0256348	
-0.00427246	-0.00640869	
-0.00396729	0.00488281	
-0.00488281	0.0152588	
-0.00549316	0.0238037	
-0.00579834	0.0296021	
-0.00488281	0.0344849	
-0.00427246	0.0405884	
-0.00213623	0.0463867	
-0.00396729	0.0747681	
-0.00396729	0.0888062	
-0.00183105	0.0927734	
0.00152588	0.0790405	
0.00610352	0.0537109	
0.0115967	0.0326538	
0.015564	0.0170898	
0.0131226	0.00732422	
0.00183105	-0.00274658	
-0.00457764	-0.0210571	
-0.000915527	-0.0323486	
0.00396729	-0.0411987	
0.00457764	-0.0488281	
0.00274658	-0.0540161	
0.000915527	-0.0585938	
-0.000610352	-0.0634766	
-0.000915527	-0.0735474	
-0.000610352	-0.102234	
-0.00183105	-0.111694	
-0.00427246	-0.111084	
-0.00762939	-0.0900269	
-0.010376	-0.065918	
-0.0115967	-0.0500488	
-0.0115967	-0.0402832	
-0.0109863	-0.027771	
-0.0109863	-0.0106812	
-0.010376	0.00671387	
-0.00915527	0.0164795	
-0.00732422	0.0244141	
-0.00579834	0.0314331	
-0.00335693	0.0363159	
0.000305176	0.0418091	
0.00274658	0.0454712	
0.00518799	0.0665283	
0.00732422	0.0897217	
0.00457764	0.0973511	
-0.0012207	0.0906372	
-0.00579834	0.0665283	
-0.00427246	0.0442505	
0.0012207	0.0274658	
0.00427246	0.0167847	
0.00610352	0.00732422	
0.00701904	-0.00976562	
0.00671387	-0.0231934	
0.00579834	-0.0332642	
0.00488281	-0.0408936	
0.00366211	-0.0469971	
0.00274658	-0.0515747	
0.00244141	-0.0567627	
0.00152588	-0.0622559	
0.00274658	-0.0900269	
0.000915527	-0.104065	
-0.00213623	-0.108337	
-0.00640869	-0.093689	
-0.00915527	-0.0683594	
-0.0100708	-0.0497437	
-0.010376	-0.0390625	
-0.010376	-0.0274658	
-0.0106812	-0.0115967	
-0.010376	0.0088501	
-0.00915527	0.0189209	
-0.00854492	0.0265503	
-0.00793457	0.0338745	
-0.00671387	0.0396729	
-0.00518799	0.0436401	
-0.00457764	0.0479126	
-0.00366211	0.0595093	
-0.00396729	0.088501	
-0.00244141	0.0976562	
0.000305176	0.0967407	
0.00305176	0.0762939	
0.00518799	0.0518799	
0.00579834	0.032959	
0.00640869	0.020752	
0.00701904	0.0119019	
0.00732422	-0.000915527	
0.00701904	-0.0189209	
0.00549316	-0.0292969	
0.00457764	-0.0375366	
0.00305176	-0.0442505	
0.00152588	-0.0509644	
0.000610352	-0.057373	
-0.000305176	-0.06073	
0	-0.0802612	
0.000305176	-0.10376	
-0.00152588	-0.112305	
-0.00396729	-0.104675	
-0.00762939	-0.0799561	
-0.00946045	-0.0588989	
-0.00854492	-0.0463867	
-0.00793457	-0.0366211	
-0.00854492	-0.022583	
-0.00854492	-0.00396729	
-0.00915527	0.010376	
-0.0088501	0.0204468	
-0.00793457	0.0283813	
-0.00823975	0.03479	
-0.00732422	0.0390625	
-0.00488281	0.0445557	
-0.00366211	0.0506592	
-0.00366211	0.0790405	
